Persona12, 22:22:16.918594, 22:22:16.920249, 1
Persona6, 22:22:16.915352, 22:22:16.920249, 1
Persona66, 22:22:16.942326, 22:22:26.949422, 1
Persona60, 22:22:16.940000, 22:22:26.949422, 1
Persona84, 22:22:26.954684, 22:22:36.965584, 1
Persona82, 22:22:26.949702, 22:22:36.965584, 1
Persona96, 22:22:36.971511, 22:22:46.986862, 1
Persona85, 22:22:36.968217, 22:22:46.986862, 1
Persona127, 22:22:46.994100, 22:22:57.006236, 1
Persona103, 22:22:46.987312, 22:22:57.006236, 1
Persona139, 22:22:57.012726, 22:23:07.029694, 1
Persona138, 22:22:57.008918, 22:23:07.029694, 1
Persona150, 22:23:07.068478, 22:23:17.085662, 1
Persona144, 22:23:07.037658, 22:23:17.085662, 1
Persona168, 22:23:17.101785, 22:23:27.112411, 1
Persona157, 22:23:17.093684, 22:23:27.112411, 1
Persona187, 22:23:27.148274, 22:23:37.167967, 1
Persona169, 22:23:27.129918, 22:23:37.167967, 1
Persona191, 22:23:37.205195, 22:23:47.223946, 1
Persona188, 22:23:37.183762, 22:23:47.223946, 1
Persona203, 22:23:47.249661, 22:23:57.258008, 1
Persona198, 22:23:47.238274, 22:23:57.258008, 1
Persona211, 22:23:57.283391, 22:24:07.296470, 1
Persona206, 22:23:57.265702, 22:24:07.296470, 1
Persona229, 22:24:07.340410, 22:24:17.350958, 1
Persona215, 22:24:07.316609, 22:24:17.350958, 1
Persona236, 22:24:17.375367, 22:24:27.395111, 1
Persona233, 22:24:17.365369, 22:24:27.395111, 1
Persona239, 22:24:27.415689, 22:24:37.419437, 1
Persona237, 22:24:27.407613, 22:24:37.419437, 1
Persona256, 22:24:37.424729, 22:24:47.446507, 1
Persona253, 22:24:37.421524, 22:24:47.446507, 1
Persona269, 22:24:47.476468, 22:24:57.491489, 1
Persona264, 22:24:47.461333, 22:24:57.491489, 1
Persona274, 22:24:57.507600, 22:25:07.521990, 1
Persona271, 22:24:57.495930, 22:25:07.521990, 1
Persona278, 22:25:07.531072, 22:25:17.546570, 1
Persona277, 22:25:07.522569, 22:25:17.546570, 1
Persona287, 22:25:17.560345, 22:25:27.581665, 1
Persona279, 22:25:17.554012, 22:25:27.581665, 1
Persona300, 22:25:27.600198, 22:25:37.611575, 1
Persona290, 22:25:27.584658, 22:25:37.611575, 1
Persona306, 22:25:37.647164, 22:25:47.655232, 1
Persona302, 22:25:37.623207, 22:25:47.655232, 1
Persona311, 22:25:47.677926, 22:25:57.698435, 1
Persona310, 22:25:47.668327, 22:25:57.698435, 1
Persona324, 22:25:57.726504, 22:26:07.733829, 1
Persona319, 22:25:57.711684, 22:26:07.733829, 1
Persona340, 22:26:07.741545, 22:26:17.748986, 1
Persona328, 22:26:07.737296, 22:26:17.748986, 1
Persona363, 22:26:17.787669, 22:26:27.799151, 1
Persona358, 22:26:17.762267, 22:26:27.799151, 1
Persona370, 22:26:27.808448, 22:26:37.821581, 1
Persona368, 22:26:27.805797, 22:26:37.821581, 1
Persona378, 22:26:37.833546, 22:26:47.854920, 1
Persona376, 22:26:37.826134, 22:26:47.854920, 1
Persona382, 22:26:47.872812, 22:26:57.879095, 1
Persona380, 22:26:47.861876, 22:26:57.879095, 1
Persona386, 22:26:57.894238, 22:27:07.910031, 1
Persona385, 22:26:57.888711, 22:27:07.910031, 1
Persona396, 22:27:07.923906, 22:27:17.935837, 1
Persona392, 22:27:07.917382, 22:27:17.935837, 1
Persona412, 22:27:17.958151, 22:27:27.963288, 1
Persona409, 22:27:17.946305, 22:27:27.963288, 1
Persona423, 22:27:27.977735, 22:27:37.988720, 1
Persona420, 22:27:27.963681, 22:27:37.988720, 1
Persona428, 22:27:38.010299, 22:27:48.015479, 1
Persona424, 22:27:38.000150, 22:27:48.015479, 1
Persona435, 22:27:48.036848, 22:27:58.059342, 1
Persona429, 22:27:48.029117, 22:27:58.059342, 1
Persona442, 22:27:58.077025, 22:28:08.085143, 1
Persona437, 22:27:58.071422, 22:28:08.085143, 1
Persona446, 22:28:08.106369, 22:28:18.117176, 1
Persona444, 22:28:08.094848, 22:28:18.117176, 1
Persona459, 22:28:18.125546, 22:28:28.136699, 1
Persona452, 22:28:18.118644, 22:28:28.136699, 1
Persona468, 22:28:28.152773, 22:28:38.163644, 1
Persona463, 22:28:28.146534, 22:28:38.163644, 1
Persona489, 22:28:38.177530, 22:28:48.200302, 1
Persona469, 22:28:38.171088, 22:28:48.200302, 1
Persona500, 22:28:48.210738, 22:28:58.219846, 1
Persona494, 22:28:48.201324, 22:28:58.219846, 1
Persona7, 22:28:58.234285, 22:29:08.251576, 2
Persona5, 22:28:58.227989, 22:29:08.251576, 2
Persona3, 22:29:08.267240, 22:29:18.277514, 2
Persona11, 22:29:08.255952, 22:29:18.277514, 2
Persona121, 22:29:18.285407, 22:29:28.308378, 2
Persona43, 22:29:18.281810, 22:29:28.308378, 2
Persona246, 22:29:28.327736, 22:29:38.332593, 2
Persona109, 22:29:28.318223, 22:29:38.332593, 2
Persona299, 22:29:38.335735, 22:29:48.348705, 2
Persona265, 22:29:38.333601, 22:29:48.348705, 2
Persona335, 22:29:48.363640, 22:29:58.370372, 2
Persona276, 22:29:48.357404, 22:29:58.370372, 2
Persona390, 22:29:58.388216, 22:30:08.397647, 2
Persona122, 22:29:58.378820, 22:30:08.397647, 2
Persona434, 22:30:08.412587, 22:30:18.417980, 2
Persona430, 22:30:08.404080, 22:30:18.417980, 2
Persona484, 22:30:18.430517, 22:30:28.449468, 2
Persona152, 22:30:18.418952, 22:30:28.449468, 2
Persona107, 22:30:28.463094, 22:30:38.467101, 2
Persona499, 22:30:28.454479, 22:30:38.467101, 2
Persona172, 22:30:38.480947, 22:30:48.485023, 2
Persona137, 22:30:38.472697, 22:30:48.485023, 2
Persona252, 22:30:48.494520, 22:30:58.502418, 2
Persona244, 22:30:48.488457, 22:30:58.502418, 2
Persona176, 22:30:58.512999, 22:31:08.516247, 2
Persona227, 22:30:58.506458, 22:31:08.516247, 2
Persona134, 22:31:08.526682, 22:31:18.543786, 2
Persona129, 22:31:08.520387, 22:31:18.543786, 2
Persona261, 22:31:18.552024, 22:31:28.564447, 2
Persona263, 22:31:18.549203, 22:31:28.564447, 2
Persona260, 22:31:28.573179, 22:31:38.575497, 2
Persona151, 22:31:28.567185, 22:31:38.575497, 2
Persona344, 22:31:38.576503, 22:31:48.592726, 2
Persona399, 22:31:38.575561, 22:31:48.592726, 2
Persona347, 22:31:48.600584, 22:31:58.603359, 2
Persona348, 22:31:48.595210, 22:31:58.603359, 2
Persona365, 22:31:58.611270, 22:32:08.624593, 2
Persona410, 22:31:58.606088, 22:32:08.624593, 2
Persona417, 22:32:08.627374, 22:32:18.645406, 2
Persona406, 22:32:08.625792, 22:32:18.645406, 2
Persona195, 22:32:18.652305, 22:32:28.664172, 2
Persona415, 22:32:18.647516, 22:32:28.664172, 2
Persona465, 22:32:28.666965, 22:32:38.681731, 2
Persona476, 22:32:28.664651, 22:32:38.681731, 2
Persona67, 22:32:38.688857, 22:32:48.697785, 2
Persona64, 22:32:38.683490, 22:32:48.697785, 2
Persona50, 22:32:48.701962, 22:32:58.714255, 2
Persona285, 22:32:48.698355, 22:32:58.714255, 2
Persona346, 22:32:58.717250, 22:33:08.732134, 2
Persona330, 22:32:58.714747, 22:33:08.732134, 2
Persona366, 22:33:08.735603, 22:33:18.740303, 2
Persona356, 22:33:08.732876, 22:33:18.740303, 2
Persona381, 22:33:18.743294, 22:33:28.745854, 2
Persona27, 22:33:18.741319, 22:33:28.745854, 2
Persona101, 22:33:28.748162, 22:33:38.755607, 2
Persona472, 22:33:28.746422, 22:33:38.755607, 2
Persona68, 22:33:38.755950, 22:33:48.767912, 2
Persona49, 22:22:16.935206, 22:33:48.767912, 1
Persona37, 22:22:16.930305, 22:33:58.781192, 1
Persona35, 22:22:16.929582, 22:33:58.781192, 1
Persona34, 22:22:16.929254, 22:34:08.790416, 1
Persona32, 22:22:16.928545, 22:34:08.790416, 1
Persona23, 22:22:16.925093, 22:34:18.793380, 1
